snapshot_ts,snapshot_date,id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_this_round,chance_of_playing_next_round,form,total_points,event_points,minutes,starts,expected_goals,expected_assists,expected_goal_involvements,defensive_contribution,bps,bonus,news
2026-07-27T17:41:44.590079+00:00,2026-07-27,114,Boscagli,5,2,45,0,0,0.1,0,0,0,0,a,,,0.0,39,0,799,9,0.05,0.47,0.52,0,171,4,
2026-07-27T17:41:44.590079+00:00,2026-07-27,115,De Cuyper,5,2,45,0,0,1.8,0,0,0,0,a,,,0.0,84,0,1404,17,1.66,4.08,5.74,0,318,9,
2026-07-27T17:41:44.590079+00:00,2026-07-27,116,Dunk,5,2,45,0,0,0.7,0,0,0,0,a,,,0.0,100,0,2837,31,1.83,0.56,2.39,0,443,5,
2026-07-27T17:41:44.590079+00:00,2026-07-27,117,Coppola,5,2,45,0,0,0.0,0,0,0,0,a,,,0.0,10,0,193,2,0.00,0.01,0.01,0,32,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,118,Igor,5,2,45,0,0,0.1,0,0,0,0,a,,,0.0,6,0,103,1,0.00,0.00,0.00,0,10,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,119,Costinha,5,2,45,0,0,0.0,0,0,0,0,a,,,0.0,0,0,0,0,0.00,0.00,0.00,0,0,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,120,Svoboda,5,2,50,0,0,0.1,0,0,0,0,a,,,0.0,0,0,0,0,0.00,0.00,0.00,0,0,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,121,Mitoma,5,3,60,0,0,0.4,0,0,0,0,i,,0,0.0,62,0,1714,19,4.04,2.74,6.78,0,247,2,Hamstring injury - Unknown return date
2026-07-27T17:41:44.590079+00:00,2026-07-27,122,Minteh,5,3,60,0,0,0.7,0,0,0,0,a,,,0.0,117,0,2389,26,3.81,5.06,8.87,0,466,9,
2026-07-27T17:41:44.590079+00:00,2026-07-27,123,Hinshelwood,5,3,60,0,0,0.3,0,0,0,0,a,,,0.0,91,0,1736,20,4.94,2.34,7.28,0,317,2,
2026-07-27T17:41:44.590079+00:00,2026-07-27,124,Groß,5,3,55,0,0,2.1,0,0,0,0,a,,,0.0,78,0,1636,18,1.39,3.95,5.34,0,389,10,
2026-07-27T17:41:44.590079+00:00,2026-07-27,125,Georginio,5,4,55,0,0,0.7,0,0,0,0,a,,,0.0,87,0,1776,20,2.90,2.90,5.80,0,290,2,
2026-07-27T17:41:44.590079+00:00,2026-07-27,126,O'Riley,5,3,55,0,0,0.1,0,0,0,0,a,,,0.0,16,0,202,2,1.21,0.18,1.39,0,48,2,
2026-07-27T17:41:44.590079+00:00,2026-07-27,127,Gomez,5,3,50,0,0,2.0,0,0,0,0,a,,,0.0,97,0,2117,26,6.24,1.72,7.96,0,361,9,
2026-07-27T17:41:44.590079+00:00,2026-07-27,128,Buonanotte,5,3,50,0,0,0.1,0,0,0,0,a,,,0.0,3,0,81,1,0.06,0.28,0.34,0,9,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,129,Ayari,5,3,55,0,0,0.6,0,0,0,0,a,,,0.0,98,0,1921,20,2.70,1.15,3.85,0,406,7,
2026-07-27T17:41:44.590079+00:00,2026-07-27,130,Wieffer,5,2,50,0,0,0.3,0,0,0,0,a,,,0.0,94,0,1901,23,1.92,1.86,3.78,0,398,6,
2026-07-27T17:41:44.590079+00:00,2026-07-27,131,Baleba,5,3,50,0,0,0.6,0,0,0,0,a,,,0.0,56,0,1646,23,0.78,0.72,1.50,0,231,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,132,Howell,5,3,45,0,0,0.3,0,0,0,0,a,,,0.0,4,0,92,1,0.00,0.03,0.03,0,11,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,133,Watson,5,3,50,0,0,0.0,0,0,0,0,a,,,0.0,5,0,57,0,0.04,0.03,0.07,0,15,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,134,Oriola,5,3,45,0,0,0.2,0,0,0,0,a,,,0.0,1,0,1,0,0.00,0.00,0.00,0,3,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,135,Yohanna,5,3,50,0,0,0.1,0,0,0,0,a,,,0.0,0,0,0,0,0.00,0.00,0.00,0,0,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,136,Welbeck,5,4,60,0,0,3.0,0,0,0,0,a,,,0.0,126,0,2249,26,12.36,1.40,13.76,0,511,18,
2026-07-27T17:41:44.590079+00:00,2026-07-27,137,Tzimas,5,4,55,0,0,0.1,0,0,0,0,d,,75,0.0,16,0,132,1,0.44,0.11,0.55,0,55,0,Knee injury - 75% chance of playing
2026-07-27T17:41:44.590079+00:00,2026-07-27,138,Kostoulas,5,4,55,0,0,0.3,0,0,0,0,a,,,0.0,35,0,351,2,2.12,0.54,2.66,0,140,3,
2026-07-27T17:41:44.590079+00:00,2026-07-27,139,Ferguson,5,4,50,0,0,0.0,0,0,0,0,i,,0,0.0,0,0,0,0,0.00,0.00,0.00,0,0,0,Ankle injury - Expected back 10 Oct
2026-07-27T17:41:44.590079+00:00,2026-07-27,328,Struijk,5,2,50,0,0,0.5,0,0,0,0,a,,,0.0,108,0,2935,33,3.06,0.76,3.82,0,412,4,
2026-07-27T17:41:44.590079+00:00,2026-07-27,504,Vuskovic,5,2,50,0,0,2.5,0,0,0,0,a,,,0.0,0,0,0,0,0.00,0.00,0.00,0,0,0,
2026-07-27T17:41:44.590079+00:00,2026-07-27,40,Rogers,6,3,75,0,0,33.8,0,0,0,0,a,,,0.0,169,0,3280,37,6.84,4.32,11.16,0,605,17,
